station,year,n_warm_hours,h0_b0,h0_b1,h0_b2,h0_b3,h0_b4,h0_b5,h0_b6,h0_b7,h0_b8,h0_b9,h0_b10,h1_b0,h1_b1,h1_b2,h1_b3,h1_b4,h1_b5,h1_b6,h1_b7,h1_b8,h1_b9,h1_b10,h2_b0,h2_b1,h2_b2,h2_b3,h2_b4,h2_b5,h2_b6,h2_b7,h2_b8,h2_b9,h2_b10,h3_b0,h3_b1,h3_b2,h3_b3,h3_b4,h3_b5,h3_b6,h3_b7,h3_b8,h3_b9,h3_b10,h4_b0,h4_b1,h4_b2,h4_b3,h4_b4,h4_b5,h4_b6,h4_b7,h4_b8,h4_b9,h4_b10,h5_b0,h5_b1,h5_b2,h5_b3,h5_b4,h5_b5,h5_b6,h5_b7,h5_b8,h5_b9,h5_b10,h6_b0,h6_b1,h6_b2,h6_b3,h6_b4,h6_b5,h6_b6,h6_b7,h6_b8,h6_b9,h6_b10,h7_b0,h7_b1,h7_b2,h7_b3,h7_b4,h7_b5,h7_b6,h7_b7,h7_b8,h7_b9,h7_b10,h8_b0,h8_b1,h8_b2,h8_b3,h8_b4,h8_b5,h8_b6,h8_b7,h8_b8,h8_b9,h8_b10,h9_b0,h9_b1,h9_b2,h9_b3,h9_b4,h9_b5,h9_b6,h9_b7,h9_b8,h9_b9,h9_b10,h10_b0,h10_b1,h10_b2,h10_b3,h10_b4,h10_b5,h10_b6,h10_b7,h10_b8,h10_b9,h10_b10,h11_b0,h11_b1,h11_b2,h11_b3,h11_b4,h11_b5,h11_b6,h11_b7,h11_b8,h11_b9,h11_b10,h12_b0,h12_b1,h12_b2,h12_b3,h12_b4,h12_b5,h12_b6,h12_b7,h12_b8,h12_b9,h12_b10,h13_b0,h13_b1,h13_b2,h13_b3,h13_b4,h13_b5,h13_b6,h13_b7,h13_b8,h13_b9,h13_b10,h14_b0,h14_b1,h14_b2,h14_b3,h14_b4,h14_b5,h14_b6,h14_b7,h14_b8,h14_b9,h14_b10,h15_b0,h15_b1,h15_b2,h15_b3,h15_b4,h15_b5,h15_b6,h15_b7,h15_b8,h15_b9,h15_b10,h16_b0,h16_b1,h16_b2,h16_b3,h16_b4,h16_b5,h16_b6,h16_b7,h16_b8,h16_b9,h16_b10,h17_b0,h17_b1,h17_b2,h17_b3,h17_b4,h17_b5,h17_b6,h17_b7,h17_b8,h17_b9,h17_b10,h18_b0,h18_b1,h18_b2,h18_b3,h18_b4,h18_b5,h18_b6,h18_b7,h18_b8,h18_b9,h18_b10,h19_b0,h19_b1,h19_b2,h19_b3,h19_b4,h19_b5,h19_b6,h19_b7,h19_b8,h19_b9,h19_b10,h20_b0,h20_b1,h20_b2,h20_b3,h20_b4,h20_b5,h20_b6,h20_b7,h20_b8,h20_b9,h20_b10,h21_b0,h21_b1,h21_b2,h21_b3,h21_b4,h21_b5,h21_b6,h21_b7,h21_b8,h21_b9,h21_b10,h22_b0,h22_b1,h22_b2,h22_b3,h22_b4,h22_b5,h22_b6,h22_b7,h22_b8,h22_b9,h22_b10,h23_b0,h23_b1,h23_b2,h23_b3,h23_b4,h23_b5,h23_b6,h23_b7,h23_b8,h23_b9,h23_b10
MT_St._Mary_1_SSW,2009,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT_Wolf_Point_29_ENE,2009,5132,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
MT_Wolf_Point_34_NE,2009,5123,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
NC_Asheville_13_S,2009,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC_Asheville_8_SSW,2009,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC_Durham_11_W,2009,5134,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
ND_Jamestown_38_WSW,2009,5129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ND_Medora_7_E,2009,5131,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
ND_Northgate_5_ESE,2009,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_Harrison_20_SSE,2009,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_Lincoln_11_SW,2009,5127,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,5,3,3,3,3,3,3,2,1,1,1,4,3,3,3,3,3,3,2,2,2,2,5,4,4,4,3,3,3,2,2,2,2,4,3,3,3,3,3,3,2,2,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1
NE_Lincoln_8_ENE,2009,5126,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,4,3,3,3,3,3,2,1,1,1,1,4,4,4,4,4,3,3,1,1,1,1,5,4,4,4,4,3,3,2,2,2,2,5,4,3,3,3,3,3,2,2,2,2,4,3,3,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1
NE_Whitman_5_ENE,2009,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH_Durham_2_N,2009,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH_Durham_2_SSW,2009,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_Carrizozo_1_W,2009,2741,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,8,8,6,6,6,6,5,5,5,5,4,10,10,8,8,8,6,5,5,5,5,5,10,10,8,8,7,5,5,5,4,4,4,10,9,7,7,7,7,5,5,5,5,5,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4,9,8,6,6,6,6,4,4,4,4,4
NM_Clovis_7_N,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_Las_Cruces_20_N,2009,5136,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,47,44,43,41,38,37,36,35,32,31,29,47,46,45,43,40,38,38,37,35,34,31,48,47,46,44,41,39,37,35,34,33,30,52,50,49,45,42,41,40,39,36,36,35,49,46,45,44,41,40,38,36,35,35,33,47,45,43,42,39,38,37,36,34,33,30,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29,46,44,43,41,38,37,36,35,32,31,29
NM_Los_Alamos_13_W,2009,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_Reserve_1_W,2009,2718,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,4,4,3,3,2,2,2,1,0,0,0,4,4,3,3,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0,3,3,2,2,1,1,1,1,0,0,0
NM_Socorro_20_N,2009,5136,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,19,35,33,31,29,28,26,26,26,24,22,20,36,36,34,31,30,27,27,26,25,24,23,40,38,35,33,32,30,30,30,29,26,25,42,39,35,32,31,29,29,28,27,24,22,37,36,33,31,30,27,27,26,25,23,21,35,33,30,28,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18,34,32,29,27,26,24,24,24,23,21,18
NM_Taos_27_NW,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
